5921147,CA,QC,10,49.91684,-74.36586,99025,Quebec,Nord-du-Québec,Chibougamau,Chibougamau,Chibougamau,"Chibougamau,Shibugamo,YMT,chbwgamaw,shybwghamw,shybwkamw,Шибугамо,شيبوغامو,شیبوکامو,چبوگاماؤ",7563,G8P
6138517,CA,NB,,45.27271,-66.06766,,New Brunswick,Saint John,,Saint John Central,Saint John,"Gorad Sent-Dzhon,Saint John,Saint-Jean,Sejnt Dzhon,Sent DZon,Sent-Dzhon,Urbs Sancti Ioannis Canadensis,YSJ,seinteujon,senta jona,sentcxhn,sentojon,sheng yue han,snt gwn,snt jan,Горад Сент-Джон,Сейнт Джон,Сент Џон,Сент-Джон,סנט גון,سنت جان,سینٹ جان,سینٹ جان، نیو برنسوک,सेंट जॉन,เซนต์จอห์น,სენტ-ჯონი,セントジョン,セント・ジョン,圣约翰,세인트존",87857,E2L
6158573,CA,ON,,46.36679,-79.91636,,Ontario,,,Sturgeon Falls,Sturgeon Falls,,0,P2B
5894171,CA,ON,,44.40011,-79.66634,,Ontario,Barrie,,Barrie North,Barrie,"Bari,Baris,Barri,Barrie,Berri,YLK,ba li,baeli,bari,bary,bry  antaryw,Бари,Барри,Беррі,باري,باری,باری، اونٹاریو,بری، انتاریو,バリー,巴里,배리",182041,L4M
5894171,CA,ON,,44.40011,-79.66634,,Ontario,,,Barrie,Barrie,"Bari,Baris,Barri,Barrie,Berri,YLK,ba li,baeli,bari,bary,bry  antaryw,Бари,Барри,Беррі,باري,باری,باری، اونٹاریو,بری، انتاریو,バリー,巴里,배리",182041,"L9J,L9X"
5912899,CA,ON,,42.95399,-81.3323,,Ontario,London,,London (Riverbend / Woodhull / North Sharon Creek / Byron / West Westmount),Byron,,0,N6K
5991085,CA,BC,5965814,49.25,-123.06667,,British Columbia,Vancouver,,Vancouver (South Grandview-Woodlands / NE Kensington),Kensington-Cedar Cottage,,0,V5N
6141439,CA,ON,,46.51677,-84.33325,,Ontario,Sault Ste.,,Sault Ste. Marie East,Sault Ste. Marie,"Sault Sainte Marie,Sault Ste. Marie,Sault-Sainte-Marie,Su Sent Mari,Su-Sent-Mari,YAM,su sent ma ri,su sheng ma li,suseinteumali,susentomari,sw saynt mary,Су Сент Мари,Су-Сент-Мари,Су-Сент-Марі,سالٹ سٹی ماری,سو ساينت ماري,سو سنت‌ماری,سو سینت ماری، انٹاریو,ซูเซนต์มารี,სუ-სენტ-მარი,スーセントマリー,蘇聖瑪麗,수세인트마리",74948,P6A
6163268,CA,ON,8133394,43.67098,-79.40437,,Ontario,Toronto,,Central Toronto (The Annex / North Midtown / Yorkville),The Annex,,0,M5R
6180285,CA,AB,,54.15015,-115.68548,,Alberta,,,Whitecourt,Whitecourt,"Vajtkort,YZU,Вајткорт",8763,T7S
6545041,CA,QC,,45.43177,-73.66899,,Quebec,Lachine,,Lachine East,Lachine,"Lashin,la xin,Лашин,拉欣",0,H8S
6054350,CA,ON,,44.35012,-78.73286,,Ontario,,,Lindsay,Lindsay,"rinji,リンジー",20354,K9V
5967149,CA,ON,,43.20011,-79.56631,,Ontario,,,Grimsby,Grimsby,"Grimsbi,XGY,ge li mu si bi,ghrymsby,gurimusubi,Гримсби,Грімсбі,غريمسبي,グリムスビー,格里姆斯比",0,L3M
5983430,CA,AB,,52.02688,-113.95071,,Alberta,,,Innisfail,Innisfail,"Inisfejl,Инисфејл",0,T4G
6145421,CA,BC,5965814,49.25,-123.13333,,British Columbia,Vancouver,,Vancouver (West Fairview / Granville Island / NE Shaughnessy),Shaughnessy,,0,V6H
6156855,CA,ON,,45.2501,-75.91606,,Ontario,,,Stittsville,Stittsville,,0,K2S
5922903,CA,ON,,43.71556,-79.29389,,Ontario,Scarborough,,Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Clairlea,,0,M1L
5989403,CA,ON,,49.41694,-82.43308,,Ontario,,,Kapuskasing,Kapuskasing,"Kapaskazing,Kapuskasing,Kapuskejsing,YYU,kabwskasyngh,Капасказинг,Капускейсінг,Капускејсинг,Капъскейсинг,كابوسكاسينغ",9240,P5N
6157718,CA,ON,,43.96682,-79.2496,,Ontario,,,Stouffville,Stouffville,,0,L4A
6943717,CA,NB,,47.79361,-64.6475,,New Brunswick,,,Lamèque,Lamèque,"Lamek,Lameque,lamyqwy,Ламек,لامیقوی",0,E8T
5887916,CA,AB,,54.71687,-113.28537,,Alberta,,,Athabasca,Athabasca,"Atabaska,a sa ba si ka,Атабаска,阿萨巴斯卡",2539,T9S
5910803,CA,SK,,50.78338,-104.95112,,Saskatchewan,,,Buena Vista,Buena Vista,,0,S2V
6098642,CA,BC,,49.31947,-124.31575,,British Columbia,,,Parksville,Parksville,"Jewel of Vancouver Island,Parksvil,Parksville,XPB,barksfyl,pa ke si wei er,Парксвил,باركسفيل,پارکسولے,پارکسویل، برٹش کولمبیا,帕克斯維爾",12000,V9P
5884473,CA,ON,,42.11679,-83.04985,,Ontario,,,Amherstburg,Amherstburg,,11459,N9V
5941414,CA,NS,,46.21684,-60.01515,,Nova Scotia,,,Dominion,Dominion,,0,B1G
6148374,CA,ON,,50.06676,-91.98358,,Ontario,,,Sioux Lookout,Sioux Lookout,YXL,0,P8T
6153004,CA,ON,,42.26734,-83.0251,,Ontario,Windsor,,Windsor South (East Malden),South Windsor,,0,N9E
6087579,CA,NS,,45.58344,-62.64863,,Nova Scotia,,,New Glasgow,New Glasgow,"Glaschu Ur,Glaschu Ùr,Glaschu Úr,Nova Glasgow,nyw glasgw,نیو گلاسگو",20322,B2H
6122085,CA,BC,,49.17003,-123.13683,,British Columbia,Richmond,,Richmond Central,Richmond,"Richmond,Richmund,Ricmondas,Ričmondas,lichimeondeu,lie zhi wen,ricamada,ritchimondo,rytshmwnd,Ричмонд,Ричмънд,Річмонд,ريتشموند,رچمنڈ، برٹش کولمبیا,رچمونڈ,ਰਿਚਮੰਡ,リッチモンド,列治文,리치먼드",182000,V6Y
6155866,CA,MB,,49.66969,-96.65,,Manitoba,,,Ste. Anne,Ste. Anne,,0,R5H
7870925,CA,ON,8133394,43.69053,-79.32794,,Ontario,Toronto,,East Toronto (The Danforth East),East York,"Ist Jork,Istochni Jork,isutoyoku,Ист Јорк,Источни Јорк,イーストヨーク",115365,M4J
5949252,CA,ON,,43.55833,-79.65456,,Ontario,Mississauga,,Mississauga (West Creditview / Mavis / Erindale),Erindale Woodlands,,0,L5C
6137384,CA,QC,02,48.55009,-71.31578,94255,Quebec,Saguenay/Lac-Saint-Jean,Saint-Ambroise,Saint-Ambroise,Saint-Ambroise,,0,G7P
5935804,CA,BC,,55.75984,-120.2403,,British Columbia,,,Dawson Creek,Dawson Creek,"Doson Krik,Doson-Krik,YDQ,dao sen ke li ke,dawswn kryk,doseunkeulig,dwsn kryk,dxw san kh rik,Досон Крик,Досон-Крик,داوسون کریک,دوسن كريك,ڈاسن کریک,ڈاسنکریک,ดอว์สันครีก,道森克里克,도슨크릭",10802,V1G
6065566,CA,ON,,43.85011,-79.51631,,Ontario,,,Maple,Maple,,0,L6A
5992211,CA,ON,,43.92856,-79.52694,,Ontario,,,King City,King City,"kingsiti,کنگ سٹی، اونٹاریو,킹시티",0,L7B
6075003,CA,NB,,46.08483,-66.06217,,New Brunswick,,,Minto,Minto,"myntw,مينتو",0,E4B
6640171,CA,NB,,47.69128,-65.69893,,New Brunswick,,,Beresford,Beresford,"Beresford,Бересфорд",0,E8K
6942552,CA,ON,,44.16644,-81.60095,,Ontario,,,Kincardine,Kincardine,,0,N2Z
6157536,CA,AB,,53.53343,-114.00205,,Alberta,,,Stony Plain,Stony Plain,"Stoni Plejn,si tuo ni pu lai en,Стони Плејн,斯托尼普莱恩",8939,T7Z
6325478,CA,QC,,46.85884,-71.19201,,Quebec,Beauport,,Beauport South,Beauport,"Beauport,Bopor,Q1659468,Бопор",0,G1E
5887214,CA,ON,,45.43341,-76.34939,,Ontario,,,Arnprior,Arnprior,"Arnprajor,anpuraia,arnprywr,Арнпрајор,آرنپریور,アーンプライアー",9607,K7S
6071496,CA,ON,,44.6001,-80.583,,Ontario,,,Meaford,Meaford,,0,N4L
6094835,CA,ON,8581623,45.3921,-75.68725,,Ontario,Ottawa,,Ottawa (The Glebe / Ottawa South / Ottawa East),Ottawa South,,0,K1S
6146172,CA,ON,,43.52654,-79.66964,,Ontario,Mississauga,,Mississauga (West Sheridan),Sheridan Homelands,,0,L5K
7870868,CA,ON,8133394,43.72396,-79.39416,,Ontario,Toronto,,Central Toronto (Lawrence Park East),Lawrence Park,,0,M4N
6109273,CA,AB,,52.6768,-113.58147,,Alberta,,,Ponoka,Ponoka,"Ponoka,Понока",6656,T4J
6121429,CA,NS,,46.18033,-60.01962,,Nova Scotia,,,Reserve Mines,Reserve Mines,,0,B1E
8593822,CA,QC,,46.71209,-71.25835,,Quebec,,,Charny,Charny,,0,G6X
5883074,CA,QC,02,48.88324,-72.44867,92030,Quebec,Saguenay/Lac-Saint-Jean,Albanel,Albanel,Albanel,,1087,G8M
6085444,CA,NB,,45.99666,-67.24028,,New Brunswick,,,Nackawic,Nackawic,"Nakavik,Накавик",1009,E6G
6157977,CA,ON,,43.36679,-80.94972,,Ontario,,,Stratford North,Stratford,"Stratford,Stretford,astratfwrd  antaryw,seuteulaespeodeu,si te la te fu,startfwrd,sutoratofodo,Стратфорд,Стретфорд,استراتفورد، انتاریو,ستارتفورد,سٹارٹ فورڈ,ストラトフォード,斯特拉特福,스트랫퍼드",30233,N5A
5938801,CA,AB,,53.36683,-113.73533,,Alberta,,,Devon,Devon,"Devon,Девон",5225,T9G
6122758,CA,NB,,46.05455,-64.81597,,New Brunswick,,,Riverview,Riverview,"Riverv'ju,rywrwyw  nyw brnzwyk,Ривервью,ریورویو، نیو برنزویک",0,E1B
6943718,CA,NB,,47.24894,-65.07408,,New Brunswick,,,Neguac,Neguac,"Neguac,Néguac,nyghak,نيغاك",0,E9G
5904028,CA,ON,,43.63887,-79.57071,,Ontario,Etobicoke,,Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),Bloordale Gardens,,0,M9C
5990579,CA,BC,,49.88307,-119.48568,,British Columbia,Kelowna,,Kelowna Central,Kelowna,"Kelouna,Kelowna,YLW,ji long na,kellona,kerouna,klwna,kylwna,kylwwna,qlwnh,Келоуна,קלונה,كيلونا,کلونا,کیلوونا,ケロウナ,基隆拿,켈로나",125109,V1Y
7302644,CA,NB,,47.51444,-64.91806,,New Brunswick,,,Tracadie-Sheila,Tracadie-Sheila,"Tracadie–Sheila,Trakadi-Shajla,Тракади-Шайла",4474,E1X
6068483,CA,NB,,45.59232,-67.307,,New Brunswick,,,McAdam,McAdam,"mk adam,مك أدام",0,E6J
6073349,CA,ON,,44.4438,-79.73182,,Ontario,,,Midhurst,Midhurst,,0,L9X
6179602,CA,AB,,52.96683,-113.36869,,Alberta,,,Wetaskiwin,Wetaskiwin,"Vetaskisin,Vetaskivin,Vetaskivinas,Vetaskişin,wei ta si ji wen,wetaseukiwin,wtaskwyn,wtaskywyn,Ветаскивин,وتاسكوين,وتاسکیوین,ویٹاسکیون,韦塔斯基温,웨타스키윈",11302,T9A
