631105,FI,13,138,62.96667,25.56667,931,Central Finland Region,Saarijärvi-Viitasaari,Viitasaari,Vuorilahti,Vuorilahti,"Vuorilahti,Vuorilakhti,Вуорилахти",0,44590
635130,FI,02,024,60.56085,21.61639,833,Southwest Finland,Vakka-Suomi,Taivassalo,Taivassalo,Taivassalo,"Taivassalo,Tefsala,Toefsala,Toevsala,Töfsala,Tövsala",1702,23310
637936,FI,17,174,64.64923,24.45847,678,North Ostrobothnia Region,Raahe,Raahe,Saloinen,Saloinen,"Salo,Saloinen,Salojnen,Салойнен",0,92160
644972,FI,10,105,62.37132,27.11328,593,Southern Savonia,Pieksämäki,Pieksämäki,Nenonpelto,Nenonpelto,,0,76940
646726,FI,07,071,61.10309,25.35513,098,Päijänne Tavastia,Lahti,Hollola,Manskivi,Manskivi,,0,16790
648387,FI,09,091,61.06244,27.80571,416,South Karelia,Lappeenranta,Lemi,Lemi,Lemi,"Lemi,Леми",3034,54710
635610,FI,13,138,63.00843,26.07312,931,Central Finland Region,Saarijärvi-Viitasaari,Viitasaari,Suovanlahti,Suovanlahti,,0,44670
638213,FI,01,011,60.75,25.2,505,Uusimaa,Helsinki,Mäntsälä,Sahakylä,Sahakylä,,0,04770
640355,FI,02,022,60.64966,23.37194,761,Southwest Finland,Salo,Somero,Pyöli,Pyöli,,0,31530
641974,FI,13,131,62.25,25.2,592,Central Finland Region,Jyväskylä,Petäjävesi,Petäjävesi,Petäjävesi,"Petaejaevesi,Petaejaevesi vald,Petjajavesi,Petjajjavesi,Petäjävesi,Petäjävesi vald,pei tai ye wei xi,Петяйявеси,Петяявеси,佩泰耶韋西",3610,41900
642158,FI,04,041,61.32017,21.66566,051,Satakunta,Rauma,Eurajoki,Peränkylä,Peränkylä,"Pera,Peraeby,Perakyla,Perankyla,Perä,Peräby,Peräkylä,Peränkylä",0,29180
646528,FI,12,122,63.03851,29.42053,607,North Karelia,Joensuu,Polvijärvi,Martonvaara,Martonvaara,"Martonvaara,Martonvara,Мартонвара",0,83855
648175,FI,05,053,60.6996,23.72345,834,Kanta-Häme,Forssa,Tammela,Letku,Letku,,0,31380
651669,FI,17,171,65.15,25.6,564,North Ostrobothnia Region,Oulu,Oulu,Kontio,Kontio,,0,90910
655044,FI,17,177,64.13141,24.30722,009,North Ostrobothnia Region,Ylivieska,Alavieska,Kähtävä,Kähtävä,,0,85210
655233,FI,18,182,64.56957,26.76349,785,Kainuu,Kajaani,Vaala,Jylhämä,Jylhämä,,0,91710
655280,FI,08,082,60.60589,26.93517,285,Kymenlaakso,Kotka-Hamina,Kotka,Juurikorpi,Juurikorpi,,0,49340
656694,FI,17,174,64.38256,25.02448,678,North Ostrobothnia Region,Raahe,Raahe,Ilveskorpi,Ilveskorpi,"Ilveskorpi,Ilveskyla,Ilveskylä",0,86360
